"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WESD","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT14","WT16","WT18"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1969-12-17","0.00","0.0","0.0",,"30","22","  192",,"    1",,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1969-12-18","0.01","0.0","0.0",,"38","28","   84",,"    1",,,,,"    1",,"    1",,,,,"    1","    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1969-12-19","0.00","0.0","0.0",,"30","21","   18",,,,,,,,,,,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1969-12-20","0.00","0.0","0.0",,"29","15","  282",,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1969-12-21","0.01","0.3","0.0",,"30","22","    0",,,,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1969-12-22","0.10","1.7","0.0",,"30","18","  138",,,,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1969-12-23","0.72","9.6","7.0",,"27","23","    0","0.5","    1",,,,,,,"    1","    1",,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1969-12-24","0.07","2.2","10.0",,"24","10","  336","0.8",,,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1969-12-25","0.00","0.0","9.0",,"28","21","    0","0.9","    1",,,,,"    1",,"    1",,,,,"    1","    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1969-12-26","0.00","0.0","7.0",,"27","18","   12","0.8","    1",,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1969-12-27","0.00","0.0","7.0",,"33","18","    6","0.8","    1",,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1969-12-28","0.08","1.0","6.0",,"31","24","    0","0.8","    1",,,"    1",,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1969-12-29","0.00","0.0","5.0",,"31","29","    0","0.8",,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1969-12-30","0.00","0.0","4.0",,"36","29","   18","0.8",,,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1969-12-31","0.12","1.6","5.0",,"35","23","   12","0.9","    1",,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-01","0.01","0.5","4.0",,"29","23","    0","0.9",,,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-02","0.01","0.3","4.0",,"26","15","   66","0.9","    1",,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-03","0.00","0.2","4.0",,"17","7","  276","0.8","    1",,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-04","0.00","0.1","3.0",,"26","4","  162","0.7","    1",,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-05","0.00","0.0","3.0",,"20","4","  396","0.7","    1",,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-06","0.00","0.0","3.0",,"7","-8","  558","0.5",,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-07","0.00","0.1","3.0",,"0","-12","  144","0.5",,,,,,,,"    1","    1",,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-08","0.02","0.6","3.0",,"0","-5","  390","0.6",,,,,,,,,"    1",,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-09","0.00","0.0","3.0",,"14","-1","  498","0.6",,,,,,,,"    1","    1",,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-10","0.00","0.0","3.0",,"17","-1","  420","0.5",,,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-11","0.01","0.3","3.0",,"25","17","    0","0.5",,,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-12","0.00","0.0","3.0",,"29","13","  564","0.5",,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-13","0.07","1.2","3.0",,"25","7","  294","0.4","    1",,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-14","0.13","2.1","6.0",,"24","19","    0","0.6","    1",,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-15","0.00","0.0","6.0",,"37","19","  384","0.6",,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-16","0.00","0.0","5.0",,"37","31","    0","0.5","    1",,,,,,,"    1",,,,,"    1","    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-17","0.52","4.9","5.0",,"31","12","    0","0.7","    1",,,,,,,"    1","    1",,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-18","0.03","0.4","9.0",,"13","2","  474","1.2",,,,,,,,"    1","    1",,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-19","0.01","0.2","8.0",,"4","-7","  510","1.1",,,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-20","0.00","0.1","8.0",,"0","-7","  480","1.1",,,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-21","0.00","0.0","7.0",,"5","-11","  582","1.1",,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-22","0.06","1.9","6.0",,"18","-9","  156","1.1","    1",,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-23","0.04","1.0","9.0",,"21","8","  474","1.2","    1",,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-24","0.00","0.0","9.0",,"36","7","    0","1.2",,,,"    1",,"    1",,"    1",,,,,"    1","    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-25","0.01","0.0","6.0",,"39","31","    0","1.1","    1",,,,,,,"    1",,,,,"    1","    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-26","0.05","0.9","5.0",,"37","31","   12","1.0","    1",,,"    1",,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-27","0.00","0.0","3.0",,"36","32","  276","1.0","    1",,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-28","0.00","0.0","2.0",,"55","35","    0","0.3","    1",,,,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-29","0.04","0.4","1.0",,"39","22","   48",,"    1",,,,,,,"    1",,,,,"    1","    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-30","0.02","0.3","1.0",,"33","18","   84",,,,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-01-31","0.00","0.0","1.0",,"47","30","  582",,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-01","0.00","0.0","0.0",,"46","36","  408",,,,,,,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-02","0.08","0.2","0.0",,"40","2","   18",,"    1",,,,,,,"    1",,,,,"    1","    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-03","0.00","0.0","0.0",,"2","-6","  606",,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-04","0.05","0.6","0.0",,"36","-2","   42",,,,,,,,,"    1","    1",,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-05","0.00","0.0","0.0",,"37","23","  564",,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-06","0.00","0.0","0.0",,"37","32","   12",,"    1",,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-07","0.00","0.0","0.0",,"37","31","    0",,"    1",,,,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-08","0.40","3.1","0.0",,"37","34","    0",,"    1","    1",,,,,,"    1",,,,,"    1","    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-09","0.21","2.2","3.0",,"35","22","   36","0.6","    1",,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-10","0.00","0.0","3.0",,"33","21","    0","0.6",,,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-11","0.00","0.0","3.0",,"33","20","   18","0.5",,,,,,"    1",,"    1",,,,,"    1","    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-12","0.01","0.2","2.0",,"24","16","  258","0.5",,,,,,,,,,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-13","0.00","0.0","2.0",,"19","8","  558","0.5",,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-14","0.00","0.0","2.0",,"22","10","  216","0.5",,,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-15","0.01","0.2","2.0",,"29","19","  354","0.5",,,,,,,,,,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-16","0.00","0.0","2.0",,"30","14","  576","0.5",,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-17","0.00","0.0","1.0",,"41","22","  480",,,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-18","0.27","2.1","0.0",,"46","21","  156",,,,,,,,,"    1","    1",,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-19","0.00","0.0","2.0",,"22","9","  594","0.3",,,,,,,,,,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-20","0.00","0.0","2.0",,"17","5","  648","0.3",,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-21","0.00","0.0","1.0",,"47","17","  510",,,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-22","0.00","0.0","0.0",,"51","34","  654",,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-23","0.00","0.0","0.0",,"46","28","  660",,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-24","0.00","0.0","0.0",,"53","31","  492",,,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-25","0.02","0.4","0.0",,"31","13","  576",,,,,,,,,,"    1",,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-26","0.00","0.0","0.0",,"42","12","  108",,,,,,,,,,,,,,"    1","    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-27","0.00","0.0","0.0",,"33","28","  102",,,,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-02-28","0.00","0.0","0.0",,"36","26","  414",,,,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-01","0.03","0.0","0.0",,"43","31","    0",,"    1",,,,,"    1",,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-02","0.03","0.0","0.0",,"44","37","    0",,"    1","    1",,,,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-03","0.29","0.0","0.0",,"58","40","    0",,"    1",,,,,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-04","0.00","0.0","0.0",,"54","32","   54",,"    1",,,,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-05","0.00","0.0","0.0",,"43","29","  642",,,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-06","0.00","0.0","0.0",,"47","30","  144",,,,,,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-07","0.00","0.0","0.0",,"51","31","  516",,,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-08","0.00","0.0","0.0",,"35","24","  366",,,,,,,,,,,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-09","0.01","0.3","0.0",,"33","27","  384",,,,,,,,,,,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-10","0.00","0.0","0.0",,"31","25","    0",,,,,,,,,,,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-11","0.00","0.0","0.0",,"37","23","  570",,,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-12","0.00","0.0","0.0",,"38","28","  510",,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-13","0.01","0.1","0.0",,"34","22","  420",,,,,,,,,,,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-14","0.00","0.0","0.0",,"34","23","  246",,,,,,,,,,,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-15","0.07","0.9","1.0",,"34","16","  642",,,,,,,,,,,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-16","0.00","0.0","0.0",,"40","19","  720",,,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-17","0.01","0.2","0.0",,"44","26","  420",,,,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-18","0.01","0.2","0.0",,"41","33","    6",,,,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-19","0.25","0.0","0.0",,"47","36","   96",,"    1",,,,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-20","0.01","0.0","0.0",,"41","35","    0",,"    1",,,,,,,"    1",,,,,"    1","    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-21","0.00","0.0","0.0",,"55","29","  618",,,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-22","0.00","0.0","0.0",,"47","33","  570",,,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-23","0.00","0.0","0.0",,"54","29","  414",,"    1",,,,,,,"    1",,,,,"    1","    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-24","0.00","0.0","0.0",,"49","33","  384",,,,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-25","0.76","5.4","0.0",,"46","33","    0",,"    1",,"    1",,,,,"    1","    1",,,,"    1","    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-26","1.06","8.9","9.0",,"41","31","  414","1.3","    1",,"    1",,,,,"    1","    1",,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-27","0.00","0.0","6.0",,"39","27","  582","1.6",,,,,,,,"    1",,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-28","0.15","1.8","4.0",,"32","17","  576","0.6","    1",,,,,,,,,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-29","0.00","0.0","2.0",,"31","23","  582","0.3",,,,,,,,,,,,,,"    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-30","0.00","0.0","1.0",,"40","26","  336",,,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-03-31","0.00","0.0","0.0",,"43","29","  288",,,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-01","0.96","8.2","0.0",,"37","34","    0",,"    1",,"    1",,,,,"    1",,,,,"    1","    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-02","0.30","2.5","5.0",,"39","32","  534","1.2","    1",,"    1","    1",,,,,"    1",,,,"    1","    1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-03","0.00","0.0","3.0",,"45","32","  624","1.1",,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-04","0.00","0.0","0.0",,"45","32","  678",,,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-05","0.06","0.0","0.0",,"54","31","  618",,,,,,,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-06","0.00","0.0","0.0",,"48","36","    6",,,,,,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-07","0.00","0.0","0.0",,"61","32","  780",,,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-08","0.00","0.0","0.0",,"73","47","  330",,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-09","0.00","0.0","0.0",,"61","40","  786",,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-10","0.00","0.0","0.0",,"52","33","  774",,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-11","0.03","0.0","0.0",,"47","38","   96",,,,,,,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-12","0.00","0.0","0.0",,"58","38","  426",,,,"    1",,,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-13","0.90","0.0","0.0",,"48","41","    0",,,,"    1",,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-14","0.00","0.0","0.0",,"54","41","  540",,,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-15","0.00","0.0","0.0",,"66","40","  594",,,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-16","0.06","0.0","0.0",,"71","51","  462",,,,,,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-17","0.00","0.0","0.0",,"61","44","  750",,,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-18","0.01","0.0","0.0",,"52","40","  174",,,,,,,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-19","1.52","0.0","0.0",,"60","42","    0",,"    1",,"    1",,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-20","0.17","0.0","0.0",,"60","44","  216",,"    1",,,,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-21","0.01","0.0","0.0",,"54","43","  222",,,,,,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-22","0.02","0.0","0.0",,"73","39","  222",,,,"    1",,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-23","0.00","0.0","0.0",,"63","44","  522",,,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-24","0.00","0.0","0.0",,"69","48","  792",,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-25","0.00","0.0","0.0",,"77","53","  804",,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-26","0.00","0.0","0.0",,"79","52","  456",,,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-27","0.50","0.0","0.0",,"78","61","  336",,,,"    1",,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-28","0.02","0.0","0.0",,"81","61","  342",,"    1",,"    1",,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-29","0.36","0.0","0.0",,"88","68","  258",,,,"    1",,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-04-30","2.15","0.0","0.0",,"77","66","   78",,,,"    1",,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-01","0.21","0.0","0.0",,"68","45","  126",,"    1",,,,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-02","0.00","0.0","0.0",,"46","39","   36",,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-03","0.00","0.0","0.0",,"72","38","  846",,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-04","0.00","0.0","0.0",,"71","51","  708",,,,,,,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-05","0.02","0.0","0.0",,"60","42","  564",,,,,,,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-06","0.00","0.0","0.0",,"51","37","  852",,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-07","0.00","0.0","0.0",,"82","41","  768",,,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-08","0.00","0.0","0.0",,"86","61","  858",,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-09","0.10","0.0","0.0",,"84","61","  228",,,,"    1",,,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-10","0.00","0.0","0.0",,"78","58","  714",,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-11","0.00","0.0","0.0",,"76","52","  426",,,,,,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-12","0.68","0.0","0.0",,"83","52","  378",,,,"    1",,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-13","0.50","0.0","0.0",,"59","46","   66",,"    1",,"    1",,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-14","1.10","0.0","0.0",,"59","47","    0",,"    1","    1","    1",,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-15","0.15","0.0","0.0",,"69","51","   42",,"    1","    1","    1",,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-16","0.00","0.0","0.0",,"60","47","  420",,,,,,,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-17","0.00","0.0","0.0",,"66","48","  816",,,,,,,,,,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-18","0.00","0.0","0.0",,"80","48","  876",,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-19","0.00","0.0","0.0",,"86","57","  870",,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-20","0.00","0.0","0.0",,"87","55","  774",,,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-21","0.00","0.0","0.0",,"88","64","  822",,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-22","0.00","0.0","0.0",,"88","57","  498",,,,,,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-23","0.55","0.0","0.0",,"68","57","  342",,"    1",,"    1",,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-24","0.37","0.0","0.0",,"82","60","  474",,"    1",,"    1",,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-25","0.14","0.0","0.0",,"75","61","  486",,,,,,,,,"    1",,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-26","0.00","0.0","0.0",,"66","50","  870",,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-27","0.00","0.0","0.0",,"64","50","  588",,,,,,,,,"    1",,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1970-05-28","0.00","0.0","0.0",,"83","56","  828",,,,,,,,,"    1",,,,,,
